dataset,recording,derivation,median_abs_uV
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,F7-T7,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,F8-T8,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,Fp1-F3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,Fp1-F7,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,Fp2-F4,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,Fp2-F8,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,Fz-Cz,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,P3-O1,0.669
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,P4-O2,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,P8-O2,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s003_2015/01_tcp_ar/aaaaampz_s003_t000.edf,T8-P8,0.335
tusz,tusz_v2.0.6/edf/train/aaaaampz/s004_2015/01_tcp_ar/aaaaampz_s004_t002.edf,P4-O2,393.181
tusz,tusz_v2.0.6/edf/train/aaaaampz/s004_2015/01_tcp_ar/aaaaampz_s004_t002.edf,P8-O2,392.01
tusz,tusz_v2.0.6/edf/train/aaaaampz/s004_2015/01_tcp_ar/aaaaampz_s004_t005.edf,P4-O2,453.58
tusz,tusz_v2.0.6/edf/train/aaaaampz/s004_2015/01_tcp_ar/aaaaampz_s004_t005.edf,P8-O2,452.744
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t000.edf,P4-O2,460.273
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t000.edf,P8-O2,460.608
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t001.edf,P4-O2,208.47
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t001.edf,P8-O2,210.477
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,C3-P3,258.496
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,C4-P4,491.895
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,Cz-Pz,257.826
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,F3-C3,411.585
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,F4-C4,294.97
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,Fp1-F3,293.966
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,Fp2-F4,651.844
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,Fp2-F8,3995.557
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,P4-O2,249.461
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,P7-O1,487.21
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,P8-O2,684.804
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,T7-P7,236.578
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t002.edf,T8-P8,2834.502
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t004.edf,P3-O1,316.051
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t004.edf,P7-O1,315.549
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t006.edf,F3-C3,792.386
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t006.edf,Fp1-F3,791.716
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t006.edf,P3-O1,638.794
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t006.edf,P7-O1,638.627
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t007.edf,F3-C3,4648.238
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t007.edf,Fp1-F3,4650.246
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t007.edf,P3-O1,335.292
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t007.edf,P7-O1,334.12
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t008.edf,C4-P4,1033.481
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t008.edf,F3-C3,1493.252
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t008.edf,Fp1-F3,1494.758
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t008.edf,P3-O1,1241.616
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t008.edf,P4-O2,1032.644
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t008.edf,P7-O1,1241.365
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t009.edf,C4-P4,383.644
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t009.edf,F3-C3,343.49
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t009.edf,Fp1-F3,348.007
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t009.edf,P3-O1,765.114
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t009.edf,P4-O2,376.785
tusz,tusz_v2.0.6/edf/train/aaaaampz/s005_2015/01_tcp_ar/aaaaampz_s005_t009.edf,P7-O1,764.612
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,C3-P3,240.928
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,C4-P4,2827.307
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,Cz-Pz,1452.428
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,F3-C3,346.669
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,F4-C4,4136.433
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,F7-T7,669.579
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,F8-T8,2153.629
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,Fp1-F7,333.953
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,Fp2-F4,4279.317
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,Fp2-F8,3222.914
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,Fz-Cz,2659.411
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,P3-O1,611.355
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,P4-O2,497.751
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,P8-O2,3377.761
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,T7-P7,235.072
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s007_2013/01_tcp_ar/aaaaamqy_s007_t006.edf,T8-P8,1623.253
tusz,tusz_v2.0.6/edf/train/aaaaamqy/s009_2013/01_tcp_ar/aaaaamqy_s009_t006.edf,Fp1-F7,202.614
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t005.edf,Cz-Pz,503.607
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,C3-P3,820.828
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,C4-P4,1657.886
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,Cz-Pz,2887.121
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,F3-C3,537.571
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,F4-C4,1469.661
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,F7-T7,1757.436
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,F8-T8,3779.726
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,Fp1-F3,972.329
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,Fp1-F7,1659.894
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,Fp2-F4,1669.681
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,Fp2-F8,1792.906
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,Fz-Cz,1068.449
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,P3-O1,1287.125
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,P4-O2,2563.709
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,P7-O1,1296.912
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,P8-O2,3191.46
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,T7-P7,2340.85
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t006.edf,T8-P8,1388.18
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,C3-P3,3964.939
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,C4-P4,1623.253
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,Cz-Pz,2676.476
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,F3-C3,3743.252
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,F4-C4,464.958
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,F7-T7,467.635
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,F8-T8,1750.409
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,Fp1-F3,4551.198
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,Fp1-F7,233.399
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,Fp2-F4,356.707
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,Fp2-F8,1138.05
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,Fz-Cz,4368.828
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,P4-O2,2816.348
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,P7-O1,1564.192
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,P8-O2,4731.894
tusz,tusz_v2.0.6/edf/train/aaaaamrh/s002_2011/01_tcp_ar/aaaaamrh_s002_t007.edf,T7-P7,2344.698
tusz,tusz_v2.0.6/edf/train/aaaaamvc/s005_2013/01_tcp_ar/aaaaamvc_s005_t001.edf,C4-P4,1619.737
tusz,tusz_v2.0.6/edf/train/aaaaamvc/s005_2013/01_tcp_ar/aaaaamvc_s005_t001.edf,F4-C4,1619.88
tusz,tusz_v2.0.6/edf/train/aaaaamvc/s005_2013/01_tcp_ar/aaaaamvc_s005_t003.edf,Cz-Pz,300.919
tusz,tusz_v2.0.6/edf/train/aaaaamww/s005_2012/01_tcp_ar/aaaaamww_s005_t000.edf,Cz-Pz,369.016
tusz,tusz_v2.0.6/edf/train/aaaaamww/s005_2012/01_tcp_ar/aaaaamww_s005_t000.edf,P4-O2,1225.353
tusz,tusz_v2.0.6/edf/train/aaaaamww/s005_2012/01_tcp_ar/aaaaamww_s005_t000.edf,P8-O2,1334.362
tusz,tusz_v2.0.6/edf/train/aaaaamww/s005_2012/01_tcp_ar/aaaaamww_s005_t005.edf,P3-O1,202.125
tusz,tusz_v2.0.6/edf/train/aaaaamww/s005_2012/01_tcp_ar/aaaaamww_s005_t005.edf,P7-O1,236.127
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,C3-P3,4528.945
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,C4-P4,446.721
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,Cz-Pz,4769.539
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,F3-C3,3023.396
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,F4-C4,2009.239
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,F7-T7,3217.56
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,F8-T8,255.651
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,Fp1-F3,2664.932
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,Fp1-F7,5931.431
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,Fp2-F4,489.552
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,Fp2-F8,1504.964
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,Fz-Cz,5862.666
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,P3-O1,2838.35
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,P4-O2,1758.775
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,P7-O1,4821.907
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,P8-O2,1616.226
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,T7-P7,4364.646
tusz,tusz_v2.0.6/edf/train/aaaaamyc/s004_2013/01_tcp_ar/aaaaamyc_s004_t007.edf,T8-P8,2494.358
tusz,tusz_v2.0.6/edf/train/aaaaanme/s008_2014/01_tcp_ar/aaaaanme_s008_t004.edf,Fz-Cz,2266.731
tusz,tusz_v2.0.6/edf/train/aaaaanme/s008_2014/01_tcp_ar/aaaaanme_s008_t005.edf,Fz-Cz,5070.782
tusz,tusz_v2.0.6/edf/train/aaaaanme/s010_2014/01_tcp_ar/aaaaanme_s010_t002.edf,P3-O1,329.436
tusz,tusz_v2.0.6/edf/train/aaaaanme/s010_2014/01_tcp_ar/aaaaanme_s010_t002.edf,P7-O1,332.447
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,Cz-Pz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,Fz-Cz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanme/s011_2014/01_tcp_ar/aaaaanme_s011_t000.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaanog/s004_2012/01_tcp_ar/aaaaanog_s004_t004.edf,Fp1-F3,730.982
tusz,tusz_v2.0.6/edf/train/aaaaanog/s004_2012/01_tcp_ar/aaaaanog_s004_t004.edf,Fp1-F7,730.982
tusz,tusz_v2.0.6/edf/train/aaaaanog/s004_2012/01_tcp_ar/aaaaanog_s004_t004.edf,Fp2-F4,309.693
tusz,tusz_v2.0.6/edf/train/aaaaanog/s004_2012/01_tcp_ar/aaaaanog_s004_t004.edf,Fp2-F8,310.195
tusz,tusz_v2.0.6/edf/train/aaaaanok/s003_2012/03_tcp_ar_a/aaaaanok_s003_t009.edf,P3-O1,326.424
tusz,tusz_v2.0.6/edf/train/aaaaanok/s003_2012/03_tcp_ar_a/aaaaanok_s003_t009.edf,P7-O1,325.42
tusz,tusz_v2.0.6/edf/train/aaaaanok/s003_2012/03_tcp_ar_a/aaaaanok_s003_t010.edf,P3-O1,245.111
tusz,tusz_v2.0.6/edf/train/aaaaanok/s003_2012/03_tcp_ar_a/aaaaanok_s003_t010.edf,P7-O1,244.274
tusz,tusz_v2.0.6/edf/train/aaaaanwk/s004_2012/01_tcp_ar/aaaaanwk_s004_t005.edf,C3-P3,223.832
tusz,tusz_v2.0.6/edf/train/aaaaanwk/s004_2012/01_tcp_ar/aaaaanwk_s004_t005.edf,F3-C3,252.215
tusz,tusz_v2.0.6/edf/train/aaaaanwk/s004_2012/01_tcp_ar/aaaaanwk_s004_t006.edf,F3-C3,223.774
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t002.edf,C3-P3,5259.426
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t002.edf,P3-O1,4612.601
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t002.edf,P4-O2,4152.579
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t002.edf,P7-O1,621.728
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t002.edf,P8-O2,4150.655
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t003.edf,C3-P3,2020.784
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t003.edf,P3-O1,1097.728
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t003.edf,P4-O2,4903.387
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t003.edf,P7-O1,936.942
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t003.edf,P8-O2,4904.224
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t004.edf,C3-P3,4144.966
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t004.edf,P3-O1,3673.651
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t004.edf,P4-O2,3704.77
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t004.edf,P7-O1,874.033
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t004.edf,P8-O2,3704.603
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t005.edf,C3-P3,4465.869
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t005.edf,P3-O1,4485.026
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t005.edf,P4-O2,5003.941
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t005.edf,P7-O1,883.235
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t005.edf,P8-O2,5002.603
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,C3-P3,1338.489
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,C4-P4,1036.074
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,Cz-Pz,1147.085
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,F3-C3,1416.623
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,F7-T7,2822.204
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,F8-T8,308.689
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,Fp1-F3,1276.082
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,Fp1-F7,1558.503
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,Fp2-F4,710.738
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,Fp2-F8,697.018
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,Fz-Cz,1143.404
tusz,tusz_v2.0.6/edf/train/aaaaaooy/s003_2013/01_tcp_ar/aaaaaooy_s003_t006.edf,P3-O1,2244.981
